name,shape_v,shape_u,coverage,median_step,max_step,ratio,flagged,severe,edges,verdict
20260311000000-w023_202603112281,337,310,0.8367,20.02,28.0,1.4,0,0,174103,OK
20250502182456-auto_grown_20250502161202782,160,232,0.5384,20.01,28.0,1.4,0,0,39128,OK
20251205115859-w094_20251205115859448_flatboi,563,520,0.7154,20.01,28.0,1.4,0,0,417630,OK
20231221180251,3394,4467,0.9067,19.99,27.9,1.4,0,0,27484787,OK
20260302000001-w050_2026030220,258,189,0.8958,20.01,27.9,1.4,0,0,86885,OK
20231221180251,1598,2103,0.9067,19.99,27.9,1.4,0,0,6089845,OK
20251212105627-w052_20251212105627148_flatboi,528,621,0.8918,20.03,28.0,1.4,0,0,583588,OK
20231005123336,1744,4864,0.8745,19.98,27.9,1.39,0,0,14829664,OK
20250919184430-0500P2-wrap03_0919,65,86,0.5338,19.79,27.6,1.39,0,0,5819,OK
20240304161941-w023_20240304161941_flatboi,2093,5118,0.9159,20.02,27.8,1.39,0,0,19615075,OK
20260127000000-w057_2026012713,1481,1910,0.6982,19.97,27.8,1.39,0,0,3946458,OK
20240304144031-w018_20240304144031_flatboi,648,1502,0.9275,20.01,27.8,1.39,0,0,1802915,OK
20240304144031-w018_20240304144031_flatboi,646,1500,0.9315,20.01,27.8,1.39,0,0,1802641,OK
20240304161941-w023_20240304161941_flatboi,1541,3756,0.9159,20.02,27.8,1.39,0,0,10596934,OK
20260220000000-w053_2026022021,3080,4289,0.6509,20.0,27.7,1.39,0,0,17189446,OK
20230702185753,776,559,0.8792,20.01,27.7,1.39,0,0,760920,OK
20250223000000-w059_2025022312,2986,4144,0.6384,20.02,27.7,1.39,0,0,15792492,OK
20251113204233-w075_20251113204233755_flatboi,629,751,0.9135,20.03,27.7,1.39,0,0,861534,OK
20260302000001-w050_2026030220,2195,1608,0.7995,20.01,27.7,1.38,0,0,5639948,OK
20230702185753,2530,1820,0.875,20.0,27.7,1.38,0,0,8052738,OK
20260215000000-w024_2026021572,2935,2740,0.5957,19.98,27.6,1.38,0,0,9575827,OK
20230702185753,5374,3865,0.875,20.01,27.6,1.38,0,0,36334887,OK
20251207123912-w060_20251207123912611_flatboi,550,578,0.8998,20.01,27.6,1.38,0,0,570739,OK
20260205070000-w041_2026020507_flatboi,1259,1121,0.5354,19.79,27.3,1.38,0,0,1508550,OK
20251220020000-w030_2025122002_flatboi,576,485,0.8561,19.92,27.4,1.38,0,0,477040,OK
20250920020224-0500P2-wrap13_0919,97,76,0.8444,19.79,27.1,1.37,0,0,12264,OK
20260112000000-w043_2026011217,1188,1580,0.8849,19.99,27.4,1.37,0,0,3318928,OK
20260219000000-w033_2026021913,345,373,0.8712,20.01,27.4,1.37,0,0,223476,OK
20251220020000-w030_2025122002_flatboi,1890,1586,0.8516,19.91,27.2,1.37,0,0,5101237,OK
20250902170441--4_b2,170,127,0.6574,19.82,27.1,1.37,0,0,28082,OK
20251220020000-w030_2025122002_flatboi,4043,3346,0.6055,19.89,27.2,1.37,0,0,16372941,OK
20240304144031-w018_20240304144031_flatboi,1560,3600,0.9288,20.0,27.3,1.36,0,0,10426585,OK
20250108000001-w026_2025010854,372,366,0.8565,19.99,27.2,1.36,0,0,232426,OK
20260302000001-w050_2026030220,1035,758,0.8818,20.01,27.3,1.36,0,0,1381760,OK
20260115000000-w044_2026011522,294,397,0.8973,20.01,27.3,1.36,0,0,208716,OK
20260219000001-w048_2026021912,278,414,0.9001,20.03,27.2,1.36,0,0,206464,OK
20250919184432-0500P2-wrap05_0919,110,124,0.7825,19.74,26.8,1.36,0,0,21102,OK
20251208130119-w028_20251208130119156_flatboi,1871,1517,0.8575,19.95,27.1,1.36,0,0,4863586,OK
20251220020000-w030_2025122002_flatboi,1391,1165,0.8515,19.88,27.0,1.36,0,0,2756743,OK
20251211135303-w054_20251211135303394_flatboi,530,626,0.9111,20.03,27.2,1.36,0,0,603233,OK
20251208130119-w028_20251208130119156_flatboi,570,464,0.862,19.95,27.1,1.36,0,0,454762,OK
20250825181922-1,638,366,0.6628,20.06,27.3,1.36,0,0,308510,OK
20240304144031-w018_20240304144031_flatboi,2119,4905,0.9289,20.0,27.2,1.36,0,0,19301514,OK
20250825181859--1,317,176,0.699,19.94,27.1,1.36,0,0,77462,OK
20251210153304-w058_20251210153304503_flatboi,546,660,0.912,20.01,27.2,1.36,0,0,655930,OK
20251212185248-w029_20251212185248662_flatboi,4063,3305,0.6045,19.88,27.0,1.36,0,0,16224707,OK
20231007101619,798,1661,0.8839,19.99,27.1,1.35,0,0,2340295,OK
20250223000000-w059_2025022312,1408,1954,0.6996,20.02,27.1,1.35,0,0,3846294,OK
20251212105627-w052_20251212105627148_flatboi,529,610,0.9011,20.03,27.1,1.35,0,0,580283,OK
20231007101619,5526,11485,0.8817,19.99,27.0,1.35,0,0,111902618,OK
20251208130119-w028_20251208130119156_flatboi,4001,3201,0.6181,19.94,26.9,1.35,0,0,15822289,OK
20251211111451-w055_20251211111451620_flatboi,537,635,0.9098,20.03,27.0,1.35,0,0,619148,OK
20260302000001-w050_2026030220,1032,756,0.886,20.0,27.0,1.35,0,0,1380636,OK
20231031143852,524,676,0.8447,20.0,27.0,1.35,0,0,597142,OK
20231007101619,2602,5407,0.8817,19.99,26.9,1.35,0,0,24801044,OK
20250919064353-auto_grown_20250918234353791,342,294,0.6175,20.46,27.6,1.35,0,0,121872,OK
20260227000000-w052_2026022705,3182,4042,0.6355,20.0,26.9,1.35,0,0,16340813,OK
20260219000001-w048_2026021912,2365,3523,0.7874,20.05,27.0,1.35,0,0,13115611,OK
20251112163527-w071_20251112163527854_flatboi,645,754,0.912,20.02,26.9,1.34,0,0,885495,OK
20250108000002-w027_2025010845,1424,1420,0.8431,20.0,26.8,1.34,0,0,3406492,OK
20260215000000-w024_2026021572,1385,1292,0.6588,19.97,26.7,1.34,0,0,2355374,OK
20260603042357-5753_-3,1248,229,0.3886,20.01,26.8,1.34,0,0,221058,SPARSE
20251208130119-w028_20251208130119156_flatboi,1377,1114,0.8574,19.93,26.7,1.34,0,0,2627597,OK
20251111010954-w068_20251111010954408_flatboi,654,746,0.9217,20.02,26.8,1.34,0,0,897786,OK
20250825181928-2,299,166,0.6518,19.9,26.6,1.34,0,0,64219,OK
20260108000000-w041_2026010816,2561,3319,0.7454,20.03,26.7,1.33,0,0,12665904,OK
20260623151729-w073-076,130,462,0.8964,19.91,26.6,1.33,0,0,106995,OK
20260603193311-5753_-1_copy,1237,259,0.3276,20.01,26.7,1.33,0,0,208792,SPARSE
20231031143852,3629,4674,0.8411,20.0,26.7,1.33,0,0,28523222,OK
20250108000004-w029_2025010827,351,361,0.8511,20.02,26.7,1.33,0,0,214942,OK
20250108000004-w029_2025010827,2986,3072,0.6279,20.02,26.6,1.33,0,0,11514116,OK
20250108000004-w029_2025010827,1409,1449,0.69,20.02,26.6,1.33,0,0,2814890,OK
20260219000001-w048_2026021912,1112,1656,0.8938,20.02,26.6,1.33,0,0,3288912,OK
20250902171204--1_b2,171,120,0.706,19.93,26.5,1.33,0,0,28677,OK
20231016151002,490,798,0.8483,19.99,26.5,1.33,0,0,661798,OK
20251115002746-auto_grown_20251115002740308_6_flatboi,560,2779,0.8351,20.03,26.6,1.33,0,0,2594433,OK
20251115002746-auto_grown_20251115002740308_6_flatboi,558,2777,0.8384,20.03,26.6,1.33,0,0,2593410,OK
20250825181922-1,295,169,0.6636,20.11,26.6,1.32,0,0,65680,OK
20250919184436-0500P2-wrap09_0919,115,73,0.8185,19.84,26.3,1.32,0,0,13552,OK
20240304141531-w013_20240304141531_flatboi,650,1223,0.9194,20.01,26.5,1.32,0,0,1459501,OK
20260219000000-w033_2026021913,1380,1492,0.8654,20.01,26.4,1.32,0,0,3560680,OK
20260602225659-5753_0,212,43,0.6873,20.2,26.7,1.32,0,0,12245,OK
20231031143852,1709,2201,0.8411,19.99,26.4,1.32,0,0,6323232,OK
20231210121321,782,614,0.8784,19.99,26.4,1.32,0,0,841788,OK
20260108000000-w041_2026010816,1208,1565,0.8266,20.02,26.4,1.32,0,0,3122705,OK
20260219000001-w048_2026021912,1116,1661,0.8743,20.03,26.4,1.32,0,0,3238328,OK
20260215000000-w024_2026021572,1380,1288,0.8242,19.98,26.3,1.32,0,0,2927032,OK
20260306000000-w038_2026030608,301,362,0.8645,20.0,26.3,1.32,0,0,187652,OK
20260306000001-w051_2026030600,3131,3974,0.6481,19.97,26.3,1.32,0,0,16121304,OK
20231210121321,2550,1999,0.8748,19.99,26.3,1.32,0,0,8913365,OK
20250919184434-0500P2-wrap07_0919,107,95,0.8035,20.04,26.4,1.32,0,0,16112,OK
20251113152136-w074_20251113152136889_flatboi,634,752,0.9128,20.01,26.3,1.31,0,0,868810,OK
20251211095724-w056_20251211095724922_flatboi,533,645,0.922,20.01,26.3,1.31,0,0,632580,OK
20231210121321,5416,4246,0.8749,19.99,26.2,1.31,0,0,40226782,OK
20260603005223-5753_-1,213,41,0.6726,20.04,26.3,1.31,0,0,11448,OK
20260623142658-w028-037,122,466,0.9357,19.93,26.1,1.31,0,0,105713,OK
20260302000000-w039_2026030210,428,386,0.6317,19.96,26.2,1.31,0,0,207837,OK
20251210160810-w057_20251210160810301_flatboi,544,651,0.9121,20.04,26.2,1.31,0,0,644685,OK
20260210000000-w058_2026021020,3106,4085,0.6411,19.99,26.2,1.31,0,0,16262295,OK
20260306000000-w038_2026030608,1208,1452,0.8183,20.01,26.2,1.31,0,0,2867743,OK
20231016151002,1598,2598,0.8442,19.98,26.1,1.31,0,0,7004495,OK
20260115000000-w044_2026011522,1176,1588,0.8909,19.99,26.1,1.31,0,0,3324640,OK
20250108000002-w027_2025010845,3029,3021,0.6209,20.01,26.1,1.3,0,0,11358225,OK
20250502184658-auto_grown_20250502163923577,178,208,0.5066,20.01,26.1,1.3,0,0,36807,OK
20250703034159-auto_grown_20250703034159599,185,273,0.5581,20.01,26.1,1.3,0,0,55300,OK
20250108000002-w027_2025010845,1429,1425,0.6822,20.0,26.1,1.3,0,0,2775857,OK
20250904233748-0_b2,186,126,0.6712,19.84,25.8,1.3,0,0,31133,OK
20260203000000-w032_2026020303,345,370,0.8659,20.01,26.0,1.3,0,0,220318,OK
20260203000000-w032_2026020303,2935,3149,0.6453,20.0,26.0,1.3,0,0,11923302,OK
20260306000000-w038_2026030608,2561,3081,0.7386,20.0,26.0,1.3,0,0,11650396,OK
20250108000004-w029_2025010827,1404,1444,0.8452,20.02,26.0,1.3,0,0,3424140,OK
20240304141531-w013_20240304141531_flatboi,634,1217,0.9438,20.0,25.9,1.3,0,0,1454205,OK
20240304141531-w013_20240304141531_flatboi,2080,3980,0.9409,19.99,25.9,1.3,0,0,15571585,OK
20231106155351,526,787,0.8987,20.02,26.0,1.3,0,0,742647,OK
20260210000000-w058_2026021020,1465,1926,0.7003,19.99,25.9,1.3,0,0,3948532,OK
20260303000000-w034_2026030317,342,375,0.871,20.03,25.9,1.3,0,0,222657,OK
20260311000000-w023_202603112281,1348,1240,0.8299,20.01,25.9,1.3,0,0,2771476,OK
20260310000000-w037_2026031015,298,350,0.8582,20.02,25.9,1.29,0,0,178280,OK
20260603024952-5753_-2,1245,235,0.396,20.03,25.9,1.29,0,0,230637,SPARSE
20250919125605-auto_grown_20250919055605407,348,300,0.6423,20.34,26.3,1.29,0,0,131919,OK
20251113021010-w072_20251113021010674_flatboi,638,754,0.9138,20.03,25.9,1.29,0,0,877574,OK
20260130000000-w031_2026013019,344,365,0.8642,20.03,25.9,1.29,0,0,216267,OK
20250511003658-tifxyz,173,104,0.8251,20.09,25.9,1.29,0,0,29394,OK
20260623160554-w098-100,130,474,0.8733,19.88,25.6,1.29,0,0,106929,OK
20240304141531-w013_20240304141531_flatboi,1531,2921,0.9409,19.99,25.8,1.29,0,0,8410022,OK
20250919184434-0500P2-wrap07_0919,208,185,0.7799,20.03,25.8,1.29,0,0,59604,OK
20260303000000-w034_2026030317,2910,3191,0.6525,20.01,25.8,1.29,0,0,12112375,OK
20260325000000-w046_20260325,2476,3421,0.7652,20.02,25.7,1.29,0,0,12957874,OK
20231106155351,3643,5442,0.8953,20.02,25.7,1.29,0,0,35488785,OK
20260126000000-w045_2026012619,2476,3412,0.7648,20.04,25.7,1.28,0,0,12915739,OK
20260623152443-w077-080,130,488,0.8971,19.91,25.5,1.28,0,0,113096,OK
20260219000000-w033_2026021913,2935,3174,0.6481,20.01,25.7,1.28,0,0,12069492,OK
20260215000000-w024_2026021572,355,331,0.8225,19.96,25.6,1.28,0,0,192545,OK
20260203000000-w032_2026020303,1380,1480,0.86,20.0,25.6,1.28,0,0,3510108,OK
20250702235910-auto_grown_20250702235910292,156,168,0.5755,20.0,25.6,1.28,0,0,29573,OK
20260603145540-5753_-4,214,38,0.6313,19.86,25.4,1.28,0,0,9969,OK
20250825181939-4,298,167,0.6431,19.89,25.4,1.28,0,0,63518,OK
20260219000000-w033_2026021913,1385,1497,0.7123,20.01,25.6,1.28,0,0,2951167,OK
20260306000000-w038_2026030608,1204,1448,0.8577,19.99,25.5,1.28,0,0,2987780,OK
20260623161921-w104-106,132,491,0.8654,19.89,25.4,1.28,0,0,111454,OK
20260226000000-46527_2um_try2,510,656,0.5292,19.98,25.5,1.28,0,0,352849,OK
20260203000000-w032_2026020303,1385,1485,0.7092,20.01,25.5,1.27,0,0,2914504,OK
20260303000000-w034_2026030317,1368,1500,0.8652,20.02,25.5,1.27,0,0,3547620,OK
20250902170447--3_b2,178,130,0.6912,20.08,25.6,1.27,0,0,31669,OK
20260310000000-w037_2026031015,1192,1400,0.8511,20.01,25.5,1.27,0,0,2837592,OK
20260602204401-5753_-7,209,30,0.4542,20.15,25.7,1.27,0,0,5390,SPARSE
20231106155351,1715,2562,0.8953,20.02,25.5,1.27,0,0,7863312,OK
20260112000000-w043_2026011217,2527,3361,0.7566,20.01,25.4,1.27,0,0,12846759,OK
20260623141135-w046-052_jordi,127,506,0.9191,19.92,25.3,1.27,0,0,117380,OK
20260623144224-w046-052,127,508,0.9162,20.1,25.5,1.27,0,0,117466,OK
20250902170447--3_b2,694,507,0.6771,20.08,25.5,1.27,0,0,475267,OK
20260115000000-w044_2026011522,2501,3378,0.7638,20.0,25.4,1.27,0,0,12899197,OK
20250108000003-w028_2025010836,353,358,0.8523,20.04,25.4,1.27,0,0,214663,OK
20260303000000-w034_2026030317,1373,1505,0.7171,20.01,25.3,1.27,0,0,2961030,OK
20260311000000-w023_202603112281,2867,2638,0.6029,20.01,25.3,1.27,0,0,9114042,OK
20260206000001-w047_2026020613,284,410,0.8909,20.02,25.3,1.27,0,0,206738,OK
20260206000001-w047_2026020613,2416,3489,0.7736,20.03,25.3,1.26,0,0,13035475,OK
20260130000000-w031_2026013019,2927,3106,0.6422,20.03,25.3,1.26,0,0,11672125,OK
20250108000003-w028_2025010836,3003,3046,0.6266,20.06,25.3,1.26,0,0,11458699,OK
20260206000001-w047_2026020613,1140,1645,0.8587,20.02,25.3,1.26,0,0,3217830,OK
20251028220955-auto_grown_20251028220955262,90,84,0.7407,20.0,25.2,1.26,0,0,11050,OK
20260112000000-w043_2026011217,1192,1585,0.8388,20.0,25.2,1.26,0,0,3166622,OK
20251028222030-auto_grown_20251028222030940,156,156,0.3432,20.05,25.3,1.26,0,0,16521,SPARSE
20260623143441-w038-045,125,489,0.8826,19.95,25.1,1.26,0,0,104826,OK
20240304144031-w018_20240304144031_flatboi,4531,10355,0.6234,20.0,25.2,1.26,0,0,58484615,OK
20250825181917--2,299,176,0.6405,19.92,25.1,1.26,0,0,66914,OK
20251028220042-auto_grown_20251028220042762,93,95,0.6533,20.04,25.2,1.26,0,0,11392,OK
20251206103305-w012_20251206103305555_flatboi,4212,1656,0.5798,19.93,25.0,1.26,0,0,8082644,OK
20250108000005-w030_2025010818,347,363,0.8587,20.02,25.1,1.25,0,0,215578,OK
20250108000003-w028_2025010836,1417,1437,0.6885,20.04,25.1,1.25,0,0,2801423,OK
20240304141531-w013_20240304141531_flatboi,4449,8401,0.6286,19.98,25.0,1.25,0,0,46976898,OK
20260130000000-w031_2026013019,1381,1465,0.7063,20.03,25.1,1.25,0,0,2855443,OK
20250628074500-500P2_front,314,179,0.6347,19.93,25.0,1.25,0,0,70804,OK
20260115000000-w044_2026011522,1180,1593,0.8476,19.99,25.0,1.25,0,0,3183696,OK
20260206000001-w047_2026020613,1136,1640,0.8846,20.01,25.0,1.25,0,0,3293384,OK
20260130000000-w031_2026013019,1376,1460,0.8583,20.02,25.0,1.25,0,0,3445504,OK
20260311000000-w023_202603112281,1353,1244,0.6672,20.02,25.0,1.25,0,0,2243624,OK
20240304161941-w023_20240304161941_flatboi,4476,10803,0.6186,20.0,25.0,1.25,0,0,59805688,OK
20250108000005-w030_2025010818,2952,3089,0.6354,20.02,24.9,1.25,0,0,11581814,OK
20260623153216-w081-084,131,518,0.8935,19.89,24.8,1.25,0,0,120494,OK
20260623161233-w101-103,130,483,0.8731,19.89,24.7,1.24,0,0,108936,OK
20250108000003-w028_2025010836,1412,1432,0.8463,20.04,24.9,1.24,0,0,3419544,OK
20260422000000-title_2026042222_zmid_flatboi,88,264,0.9078,20.03,24.9,1.24,0,0,41821,OK
20231022170901,328,1779,0.9016,20.01,24.8,1.24,0,0,1049652,OK
20250108000004-w029_2025010827,361,371,0.8435,20.02,24.8,1.24,0,0,225185,OK
20260623165742-w120-121,128,359,0.8751,19.89,24.7,1.24,0,0,79881,OK
20260219000000-w033_2026021913,355,384,0.8634,19.98,24.8,1.24,0,0,234623,OK
20250919135915-auto_grown_20250919065915092_inp_hr,329,269,0.7557,20.02,24.8,1.24,0,0,133129,OK
20260318000000-w049_20260318,275,457,0.8987,20.03,24.7,1.24,0,0,225091,OK
20250502185519-auto_grown_20250502164303733,160,136,0.7498,20.01,24.7,1.24,0,0,32039,OK
20250502184845-auto_grown_20250502164121265,142,223,0.6499,20.0,24.7,1.24,0,0,40588,OK
20260318000000-w049_20260318,2340,3889,0.7985,20.03,24.7,1.23,0,0,14526514,OK
20250108000005-w030_2025010818,1388,1452,0.8528,20.01,24.7,1.23,0,0,3434308,OK
20250511003658-tifxyz,172,103,0.8057,20.17,24.9,1.23,0,0,28257,OK
20250511200236,211,201,0.9173,20.01,24.7,1.23,0,0,77376,OK
20250108000005-w030_2025010818,1393,1457,0.6987,20.0,24.6,1.23,0,0,2833385,OK
20250510172639,260,207,0.9225,19.95,24.5,1.23,0,0,98801,OK
20250919135915-auto_grown_20250919065915092_inp_hr,1185,968,0.7487,20.01,24.6,1.23,0,0,1715397,OK
20260603024952-5753_-2,214,40,0.6513,20.02,24.5,1.23,0,0,10860,OK
20260318000000-w049_20260318,1104,1833,0.879,20.02,24.5,1.22,0,0,3554526,OK
20260306000000-w038_2026030608,310,372,0.8561,20.0,24.5,1.22,0,0,196704,OK
20231022170901,1069,5791,0.8973,20.0,24.4,1.22,0,0,11101709,OK
20260303000000-w034_2026030317,352,386,0.8631,19.99,24.4,1.22,0,0,233790,OK
20260206000000-w042_2026020613,299,394,0.8798,20.03,24.4,1.22,0,0,206581,OK
20260623164141-w113-115,132,517,0.8599,19.86,24.2,1.22,0,0,116617,OK
20250511003658-tifxyz,671,401,0.7892,20.19,24.6,1.22,0,0,423614,OK
20251028213516-auto_grown_20251028213516907,122,96,0.526,20.1,24.5,1.22,0,0,12162,OK
20250502184201-auto_grown_20250502163549332,113,180,0.7456,20.0,24.3,1.22,0,0,29854,OK
20260310000000-w037_2026031015,2535,2978,0.7335,20.02,24.3,1.22,0,0,11069594,OK
20260318000000-w049_20260318,1100,1828,0.8924,20.01,24.3,1.21,0,0,3585776,OK
20260302000001-w050_2026030220,265,194,0.8803,20.01,24.3,1.21,0,0,90033,OK
20260310000000-w037_2026031015,307,360,0.8495,19.97,24.2,1.21,0,0,187020,OK
20260219000001-w048_2026021912,286,426,0.8911,20.01,24.2,1.21,0,0,216404,OK
20260310000000-w037_2026031015,1196,1404,0.8135,20.01,24.2,1.21,0,0,2729394,OK
20250108000005-w030_2025010818,357,373,0.8509,20.0,24.2,1.21,0,0,225849,OK
20250108000003-w028_2025010836,363,368,0.8446,20.04,24.2,1.21,0,0,224886,OK
20260226123353-auto_grown_20260226123353106,162,195,0.4486,78.04,94.3,1.21,0,0,27973,SPARSE
20250919124722-auto_grown_20250919054722721_inp_hr,366,250,0.7366,20.0,24.2,1.21,0,0,134171,OK
20250922024644-0500P2-wrap11_0919,36,52,0.5743,19.76,23.8,1.21,0,0,2064,OK
20250223000000-w059_2025022312,361,501,0.8605,20.0,24.1,1.21,0,0,310321,OK
20250919184428-0500P2-wrap01_0919,33,39,0.5921,19.77,23.8,1.2,0,0,1456,OK
20260108000000-w041_2026010816,310,401,0.8743,20.01,24.1,1.2,0,0,216621,OK
20250703025628-auto_grown_20250703025628283,202,215,0.5756,20.0,24.0,1.2,0,0,49080,OK
20260115000000-w044_2026011522,302,408,0.8883,20.01,24.0,1.2,0,0,218141,OK
20250919140325-auto_grown_20250919070325767_inp_hr,357,236,0.8245,20.01,24.0,1.2,0,0,138302,OK
20260623162614-w107-109,132,499,0.8653,19.89,23.8,1.2,0,0,113251,OK
20251029010146-auto_grown_20251029010146642,42,42,0.8186,20.02,24.0,1.2,0,0,2812,OK
20231016151002,84,137,0.8445,19.89,23.8,1.2,0,0,19175,OK
20250919124722-auto_grown_20250919054722721_inp_hr,1318,900,0.7298,19.99,23.9,1.2,0,0,1729154,OK
20250108000002-w027_2025010845,366,365,0.8413,20.0,23.8,1.19,0,0,224009,OK
20260206000001-w047_2026020613,292,422,0.8823,20.01,23.8,1.19,0,0,216698,OK
20260226000000-46527_2um_try2,426,691,0.5964,19.99,23.8,1.19,0,0,349709,OK
20250919140325-auto_grown_20250919070325767_inp_hr,1285,850,0.8171,20.01,23.8,1.19,0,0,1782701,OK
20260603193311-5753_-1_copy,213,45,0.5255,19.93,23.7,1.19,0,0,9665,OK
20260623164704-w116-117,130,354,0.8598,19.92,23.7,1.19,0,0,78592,OK
20260623154006-w085-088,131,545,0.8851,19.93,23.7,1.19,0,0,125595,OK
20250919125754-auto_grown_20250919055754487_inp_hr,352,285,0.8768,20.03,23.8,1.19,0,0,175266,OK
20260603190005-5753_-5,213,34,0.6286,20.09,23.8,1.19,0,0,8810,OK
20260623165230-w118-119,129,357,0.8662,19.91,23.6,1.18,0,0,79239,OK
20260112000000-w043_2026011217,306,406,0.8826,19.99,23.7,1.18,0,0,218550,OK
20231005123336,92,257,0.8759,19.89,23.5,1.18,0,0,41026,OK
20260422000000-title_2026042222_zmid_flatboi,87,261,0.9055,20.03,23.7,1.18,0,0,40761,OK
20260203000000-w032_2026020303,355,380,0.858,20.02,23.6,1.18,0,0,230713,OK
20250905172054-1_b2,156,116,0.6511,19.89,23.5,1.18,0,0,23272,OK
20250703034159-auto_grown_20250703034159599,181,261,0.5696,20.08,23.7,1.18,0,0,52566,OK
20260130000000-w031_2026013019,354,375,0.8562,20.03,23.6,1.18,0,0,226574,OK
20260316000000-w036_2026031607,291,339,0.8531,20.02,23.6,1.18,0,0,167604,OK
20250902170435--5_b2,164,121,0.6805,20.08,23.6,1.18,0,0,26716,OK
20260316000000-w036_2026031607,1168,1360,0.8254,20.01,23.5,1.17,0,0,2619491,OK
20260422000000-title_2026042222_zmid_flatboi,349,1046,0.8899,20.03,23.5,1.17,0,0,648321,OK
20260226000000-46527_2um_try2,906,1470,0.5915,19.99,23.5,1.17,0,0,1572682,OK
20250902170435--5_b2,640,472,0.6656,20.06,23.5,1.17,0,0,400974,OK
20260422000000-title_2026042222_zmid_flatboi,348,1044,0.8896,20.02,23.5,1.17,0,0,645000,OK
20230702185753,134,96,0.8756,19.93,23.3,1.17,0,0,22255,OK
20260316000000-w036_2026031607,2476,2885,0.7437,20.02,23.4,1.17,0,0,10619885,OK
20250502182142-auto_grown_20250502161324419,118,196,0.5473,20.0,23.4,1.17,0,0,24756,OK
20260226000000-46527_2um_try2,109,178,0.5916,20.06,23.5,1.17,0,0,22627,OK
20250920020222-0500P2-wrap10_0919,105,69,0.8367,20.15,23.6,1.17,0,0,11945,OK
20250919123506-auto_grown_20250919053506178_inp_hr,363,283,0.7993,20.01,23.4,1.17,0,0,163556,OK
20250510172804,205,297,0.9675,19.93,23.3,1.17,0,0,117294,OK
20260226123353-auto_grown_20260226123353106,91,217,0.6943,78.13,91.2,1.17,0,0,27026,OK
20250919123506-auto_grown_20250919053506178_inp_hr,1307,1018,0.7929,20.02,23.4,1.17,0,0,2107510,OK
20230929220926,85,200,0.8636,19.91,23.2,1.16,0,0,29023,OK
20250825181939-4,296,167,0.6315,20.05,23.3,1.16,0,0,61946,OK
20250902170441--4_b2,165,126,0.653,20.13,23.4,1.16,0,0,26847,OK
20250919125754-auto_grown_20250919055754487_inp_hr,1268,1026,0.8703,20.02,23.3,1.16,0,0,2261998,OK
20250920020222-0500P2-wrap10_0919,204,134,0.8079,20.19,23.5,1.16,0,0,43828,OK
20250902170441--4_b2,644,491,0.6379,20.13,23.4,1.16,0,0,402265,OK
20260316000000-w036_2026031607,1164,1356,0.8459,20.0,23.2,1.16,0,0,2667420,OK
20260311000000-w023_202603112281,347,319,0.828,19.98,23.2,1.16,0,0,182582,OK
20231106155351,91,135,0.8959,19.98,23.2,1.16,0,0,21764,OK
20260226123353-auto_grown_20260226123353106,194,462,0.6741,78.03,90.3,1.16,0,0,120120,OK
20250825181939-4,1152,651,0.6215,20.04,23.2,1.16,0,0,930376,OK
20260623151041-w069-072,130,437,0.8997,19.91,23.0,1.16,0,0,101559,OK
20250902171202--2_b2,671,452,0.6847,20.13,23.3,1.16,0,0,414146,OK
20250902171202--2_b2,172,116,0.7004,20.12,23.2,1.16,0,0,27644,OK
20260623154617-w089-091,131,434,0.8786,19.89,23.0,1.15,0,0,99224,OK
20260623141924-w010-027,119,449,0.9522,19.86,22.9,1.15,0,0,101103,OK
20260317000000-w035_2026031718,283,255,0.8434,20.04,23.0,1.15,0,0,121142,OK
20260317000000-w035_2026031718,1132,1020,0.8353,20.02,23.0,1.15,0,0,1926584,OK
20260317000000-w035_2026031718,2408,2170,0.7432,20.04,23.0,1.15,0,0,7762177,OK
20250919184431-0500P2-wrap04_0919,141,103,0.7747,20.0,22.9,1.15,0,0,22240,OK
20260316000000-w036_2026031607,299,349,0.8442,19.99,22.9,1.15,0,0,175455,OK
20260317000000-w035_2026031718,1136,1023,0.8223,20.03,23.0,1.15,0,0,1909033,OK
20260603042357-5753_-3,215,39,0.6438,20.02,22.9,1.15,0,0,10506,OK
20250825181939-4,592,334,0.6217,20.04,22.9,1.14,0,0,244894,OK
20260623155240-w092-094,131,449,0.8771,19.9,22.7,1.14,0,0,102503,OK
20231012184424,134,200,0.8945,19.91,22.7,1.14,0,0,47567,OK
20250502180708-auto_grown_20250502160708188,109,177,0.6299,20.02,22.9,1.14,0,0,23841,OK
20250825181907-0,317,181,0.6709,20.03,22.8,1.14,0,0,76473,OK
20260422000000-title_2026042222_zmid_flatboi,89,268,0.8778,20.08,22.9,1.14,0,0,41511,OK
20250825181939-4,274,155,0.6222,19.99,22.8,1.14,0,0,52402,OK
20260623163339-w110-112,132,507,0.8633,19.91,22.7,1.14,0,0,114822,OK
20250825181907-0,1234,706,0.6619,20.01,22.8,1.14,0,0,1151261,OK
20250920020224-0500P2-wrap13_0919,95,74,0.8357,20.12,22.9,1.14,0,0,11566,OK
20250825181907-0,634,362,0.6619,20.02,22.7,1.13,0,0,302798,OK
20231007101619,137,285,0.8824,19.96,22.6,1.13,0,0,68426,OK
20250920020224-0500P2-wrap13_0919,185,144,0.8045,20.14,22.8,1.13,0,0,42513,OK
20260623155914-w095-097,131,463,0.8747,19.88,22.5,1.13,0,0,105412,OK
